genome	secondary_cluster	threshold	cluster_method	comparison_algorithm	primary_cluster	size	BUSCO_lineage	BAT_euk	median_cov	mag	bat_bacteria	role	metagenome
public_SRR11456921_metawrap_bin.4.fa	NA	NA	NA	NA	NA	3878253	NA	NA	5	public_SRR11456921_metawrap_bin.4	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	bacteria_other	SRR11456921
public_SRR11456921_metawrap_bin.5.fa	NA	NA	NA	NA	NA	6147036	NA	NA	8	public_SRR11456921_metawrap_bin.5	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__Pseudonocardia;s__	bacteria_other	SRR11456921
public_SRR11456921_metawrap_bin.6.fa	NA	NA	NA	NA	NA	3075687	NA	NA	24	public_SRR11456921_metawrap_bin.6	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__;s__	bacteria_other	SRR11456921
public_SRR11456921_metawrap_bin.7.fa	NA	NA	NA	NA	NA	6428399	NA	NA	36	public_SRR11456921_metawrap_bin.7	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Spirosoma;s__	bacteria_other	SRR11456921
public_SRR11456921_metawrap_bin.8.fa	NA	NA	NA	NA	NA	5316724	NA	NA	9	public_SRR11456921_metawrap_bin.8	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__GCA-002050365;s__	bacteria_other	SRR11456921
public_SRR11456921_metawrap_bin.9.fa	NA	NA	NA	NA	NA	3660534	NA	NA	16	public_SRR11456921_metawrap_bin.9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Devosia;s__	bacteria_other	SRR11456921
public_SRR11456922_metawrap_bin.1.fa	NA	NA	NA	NA	NA	4800591	NA	NA	27	public_SRR11456922_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhizobacter;s__	bacteria_other	SRR11456922
public_SRR11456922_metawrap_bin.2.fa	NA	NA	NA	NA	NA	3459045	NA	NA	24	public_SRR11456922_metawrap_bin.2	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Chamaesiphonaceae;g__JAAFHZ01;s__	photobiont_cyano	SRR11456922
public_SRR11456922_metawrap_bin.3.fa	NA	NA	NA	NA	NA	3366298	NA	NA	14	public_SRR11456922_metawrap_bin.3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Aestuariivirga;s__	bacteria_other	SRR11456922
public_SRR11456922_metawrap_bin.4.fa	NA	NA	NA	NA	NA	3849515	NA	NA	13	public_SRR11456922_metawrap_bin.4	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Chamaesiphonaceae;g__JAAFHZ01;s__	photobiont_cyano	SRR11456922
public_SRR11456922_metawrap_bin.5.fa	NA	NA	NA	NA	NA	3436633	NA	NA	7	public_SRR11456922_metawrap_bin.5	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__;s__	bacteria_other	SRR11456922
public_SRR11456922_metawrap_bin.6.fa	NA	NA	NA	NA	NA	3538234	NA	NA	39	public_SRR11456922_metawrap_bin.6	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Aestuariivirga;s__	bacteria_other	SRR11456922
public_SRR11456922_metawrap_bin.7.fa	NA	NA	NA	NA	NA	3400665	NA	NA	9	public_SRR11456922_metawrap_bin.7	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Aestuariivirga;s__	bacteria_other	SRR11456922
public_SRR11456922_metawrap_bin.8.fa	NA	NA	NA	NA	NA	3059827	NA	NA	18	public_SRR11456922_metawrap_bin.8	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Aestuariivirga;s__	bacteria_other	SRR11456922
public_SRR11456923_metawrap_bin.1.fa	NA	NA	NA	NA	NA	2301102	NA	NA	5	public_SRR11456923_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium;s__	bacteria_other	SRR11456923
public_SRR11456923_metawrap_bin.2.fa	NA	NA	NA	NA	NA	5091702	NA	NA	8	public_SRR11456923_metawrap_bin.2	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__JAAFIG01;g__;s__	bacteria_other	SRR11456923
public_SRR11456923_metawrap_bin.3.fa	NA	NA	NA	NA	NA	2562352	NA	NA	12	public_SRR11456923_metawrap_bin.3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Aestuariivirga;s__	bacteria_other	SRR11456923
public_SRR11456923_metawrap_bin.5.fa	NA	NA	NA	NA	NA	5124934	NA	NA	8	public_SRR11456923_metawrap_bin.5	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__JAAFIG01;g__;s__	bacteria_other	SRR11456923
public_SRR11456923_metawrap_bin.6.fa	NA	NA	NA	NA	NA	2462318	NA	NA	27	public_SRR11456923_metawrap_bin.6	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__UBA1936;s__	bacteria_other	SRR11456923
public_SRR11456923_metawrap_bin.7.fa	NA	NA	NA	NA	NA	7859985	NA	NA	215	public_SRR11456923_metawrap_bin.7	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__	photobiont_cyano	SRR11456923
public_SRR12240174_metawrap_bin.1.fa	NA	NA	NA	NA	NA	3167584	NA	NA	7	public_SRR12240174_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__;s__	bacteria_other	SRR12240174
public_SRR12240174_metawrap_bin.2.fa	NA	NA	NA	NA	NA	5125473	NA	NA	5	public_SRR12240174_metawrap_bin.2	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__	bacteria_other	SRR12240174
public_SRR12240174_metawrap_bin.3.fa	NA	NA	NA	NA	NA	3139418	NA	NA	10	public_SRR12240174_metawrap_bin.3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__	bacteria_other	SRR12240174
public_SRR12240177_metawrap_bin.1.fa	NA	NA	NA	NA	NA	2642145	NA	NA	4	public_SRR12240177_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__;s__	bacteria_other	SRR12240177
public_SRR12240179_metawrap_bin.1.fa	NA	NA	NA	NA	NA	3859098	NA	NA	6	public_SRR12240179_metawrap_bin.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__HMF7410;s__	bacteria_other	SRR12240179
public_SRR12240179_metawrap_bin.2.fa	NA	NA	NA	NA	NA	4622923	NA	NA	9	public_SRR12240179_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	bacteria_other	SRR12240179
public_SRR12240179_metawrap_bin.3.fa	NA	NA	NA	NA	NA	3549671	NA	NA	8	public_SRR12240179_metawrap_bin.3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__	bacteria_other	SRR12240179
public_SRR12240180_metawrap_bin.1.fa	NA	NA	NA	NA	NA	3877513	NA	NA	8	public_SRR12240180_metawrap_bin.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__HMF7410;s__	bacteria_other	SRR12240180
public_SRR12240181_metawrap_bin.1.fa	NA	NA	NA	NA	NA	2580695	NA	NA	15	public_SRR12240181_metawrap_bin.1	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__SCTD01;g__SCTD01;s__	bacteria_other	SRR12240181
public_SRR12240181_metawrap_bin.3.fa	NA	NA	NA	NA	NA	3406090	NA	NA	8	public_SRR12240181_metawrap_bin.3	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__JACCYI01;s__	bacteria_other	SRR12240181
public_SRR12240182_metawrap_bin.1.fa	NA	NA	NA	NA	NA	6209615	NA	NA	14	public_SRR12240182_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	bacteria_other	SRR12240182
public_SRR12240182_metawrap_bin.2.fa	NA	NA	NA	NA	NA	3111945	NA	NA	7	public_SRR12240182_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_G;s__	bacteria_other	SRR12240182
public_SRR12240182_metawrap_bin.4.fa	NA	NA	NA	NA	NA	3363377	NA	NA	9	public_SRR12240182_metawrap_bin.4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_G;s__	bacteria_other	SRR12240182
public_SRR12240183_metawrap_bin.1.fa	NA	NA	NA	NA	NA	3280544	NA	NA	6	public_SRR12240183_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Lichenihabitans;s__	bacteria_other	SRR12240183
public_SRR12240183_metawrap_bin.3.fa	NA	NA	NA	NA	NA	5689450	NA	NA	5	public_SRR12240183_metawrap_bin.3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__	bacteria_other	SRR12240183
public_SRR12240184_metawrap_bin.1.fa	NA	NA	NA	NA	NA	3549499	NA	NA	4	public_SRR12240184_metawrap_bin.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__	bacteria_other	SRR12240184
public_SRR12240184_metawrap_bin.2.fa	NA	NA	NA	NA	NA	3414239	NA	NA	6	public_SRR12240184_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__	bacteria_other	SRR12240184
public_SRR12240184_metawrap_bin.3.fa	NA	NA	NA	NA	NA	2936192	NA	NA	9	public_SRR12240184_metawrap_bin.3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__	bacteria_other	SRR12240184
public_SRR12240184_metawrap_bin.4.fa	NA	NA	NA	NA	NA	1439739	NA	NA	7	public_SRR12240184_metawrap_bin.4	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__;s__	bacteria_other	SRR12240184
public_SRR12240184_metawrap_bin.5.fa	NA	NA	NA	NA	NA	2729563	NA	NA	9	public_SRR12240184_metawrap_bin.5	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Marisediminicola;s__	bacteria_other	SRR12240184
public_SRR12240188_metawrap_bin.2.fa	NA	NA	NA	NA	NA	2731190	NA	NA	5	public_SRR12240188_metawrap_bin.2	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Jatrophihabitantaceae;g__;s__	bacteria_other	SRR12240188
public_SRR13125477_metawrap_bin.1.fa	NA	NA	NA	NA	NA	2959294	NA	NA	10	public_SRR13125477_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__	bacteria_other	SRR13125477
public_SRR13125477_metawrap_bin.2.fa	NA	NA	NA	NA	NA	2817113	NA	NA	18	public_SRR13125477_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__	bacteria_other	SRR13125477
public_SRR13125477_metawrap_bin.3.fa	NA	NA	NA	NA	NA	3808200	NA	NA	7	public_SRR13125477_metawrap_bin.3	d__Bacteria;p__Armatimonadota;c__Armatimonadia;o__Armatimonadales;f__Capsulimonadaceae;g__;s__	bacteria_other	SRR13125477
public_SRR13125477_metawrap_bin.4.fa	NA	NA	NA	NA	NA	3410505	NA	NA	6	public_SRR13125477_metawrap_bin.4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CAHJWH01;s__	bacteria_other	SRR13125477
public_SRR13125477_metawrap_bin.5.fa	NA	NA	NA	NA	NA	4520306	NA	NA	26	public_SRR13125477_metawrap_bin.5	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__LMUY01;s__	bacteria_other	SRR13125477
public_SRR13126796_metawrap_bin.1.fa	NA	NA	NA	NA	NA	3758706	NA	NA	7	public_SRR13126796_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Tous-C9LFEB;s__	bacteria_other	SRR13126796
public_SRR13126859_metawrap_bin.1.fa	NA	NA	NA	NA	NA	3953990	NA	NA	20	public_SRR13126859_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Tous-C9LFEB;s__	bacteria_other	SRR13126859
public_SRR13126859_metawrap_bin.2.fa	NA	NA	NA	NA	NA	5061531	NA	NA	13	public_SRR13126859_metawrap_bin.2	d__Bacteria;p__Armatimonadota;c__Armatimonadia;o__Armatimonadales;f__Capsulimonadaceae;g__;s__	bacteria_other	SRR13126859
public_SRR13685165_metawrap_bin.1.fa	NA	NA	NA	NA	NA	4513375	NA	NA	12	public_SRR13685165_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__RH-AL1;s__	bacteria_other	SRR13685165
public_SRR14721929_metawrap_bin.1.fa	NA	NA	NA	NA	NA	4537829	NA	NA	12	public_SRR14721929_metawrap_bin.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__CAHJWO01;s__	bacteria_other	SRR14721929
public_SRR14721929_metawrap_bin.2.fa	NA	NA	NA	NA	NA	3696623	NA	NA	7	public_SRR14721929_metawrap_bin.2	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Tous-C9LFEB;s__	bacteria_other	SRR14721929
public_SRR14721930_metawrap_bin.1.fa	NA	NA	NA	NA	NA	5076208	NA	NA	9	public_SRR14721930_metawrap_bin.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__;s__	bacteria_other	SRR14721930
public_SRR14721937_metawrap_bin.1.fa	NA	NA	NA	NA	NA	4437831	NA	NA	6	public_SRR14721937_metawrap_bin.1	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__DTNP01;s__	bacteria_other	SRR14721937
public_SRR14721938_metawrap_bin.1.fa	NA	NA	NA	NA	NA	5726536	NA	NA	10	public_SRR14721938_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__QHXN01;s__	bacteria_other	SRR14721938
public_SRR14721939_metawrap_bin.1.fa	NA	NA	NA	NA	NA	3804844	NA	NA	7	public_SRR14721939_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Tous-C9LFEB;s__	bacteria_other	SRR14721939
public_SRR14721941_metawrap_bin.1.fa	NA	NA	NA	NA	NA	2767322	NA	NA	10	public_SRR14721941_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__	bacteria_other	SRR14721941
public_SRR14721941_metawrap_bin.2.fa	NA	NA	NA	NA	NA	3280958	NA	NA	13	public_SRR14721941_metawrap_bin.2	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Tous-C9LFEB;s__	bacteria_other	SRR14721941
public_SRR14721944_metawrap_bin.1.fa	NA	NA	NA	NA	NA	238023	NA	NA	12	public_SRR14721944_metawrap_bin.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Blattabacteriaceae;g__Uzinura;s__	bacteria_other	SRR14721944
public_SRR14721944_metawrap_bin.2.fa	NA	NA	NA	NA	NA	2743065	NA	NA	7	public_SRR14721944_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__VCDI01;s__	bacteria_other	SRR14721944
public_SRR14721952_metawrap_bin.1.fa	NA	NA	NA	NA	NA	3098390	NA	NA	5	public_SRR14721952_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_C;s__	bacteria_other	SRR14721952
public_SRR14721954_metawrap_bin.1.fa	NA	NA	NA	NA	NA	2104556	NA	NA	6	public_SRR14721954_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__	bacteria_other	SRR14721954
public_SRR14721954_metawrap_bin.2.fa	NA	NA	NA	NA	NA	1892872	NA	NA	6	public_SRR14721954_metawrap_bin.2	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Amnibacterium;s__	bacteria_other	SRR14721954
public_SRR14721954_metawrap_bin.3.fa	NA	NA	NA	NA	NA	5473292	NA	NA	5	public_SRR14721954_metawrap_bin.3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Spirosoma;s__	bacteria_other	SRR14721954
public_SRR14721954_metawrap_bin.4.fa	NA	NA	NA	NA	NA	7566484	NA	NA	32	public_SRR14721954_metawrap_bin.4	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__	photobiont_cyano	SRR14721954
public_SRR14721955_metawrap_bin.2.fa	NA	NA	NA	NA	NA	4761463	NA	NA	5	public_SRR14721955_metawrap_bin.2	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__Dictyobacter;s__	bacteria_other	SRR14721955
public_SRR14721956_metawrap_bin.1.fa	NA	NA	NA	NA	NA	4248881	NA	NA	5	public_SRR14721956_metawrap_bin.1	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Kineosporiaceae;g__Kineosporia;s__	bacteria_other	SRR14721956
public_SRR14721957_metawrap_bin.1.fa	NA	NA	NA	NA	NA	3935798	NA	NA	13	public_SRR14721957_metawrap_bin.1	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__Pseudonocardia;s__	bacteria_other	SRR14721957
public_SRR14721957_metawrap_bin.2.fa	NA	NA	NA	NA	NA	4991469	NA	NA	6	public_SRR14721957_metawrap_bin.2	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__DTNP01;s__	bacteria_other	SRR14721957
public_SRR14721957_metawrap_bin.3.fa	NA	NA	NA	NA	NA	5101947	NA	NA	8	public_SRR14721957_metawrap_bin.3	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__CF-113;s__	bacteria_other	SRR14721957
public_SRR14721957_metawrap_bin.4.fa	NA	NA	NA	NA	NA	9085614	NA	NA	46	public_SRR14721957_metawrap_bin.4	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__CAIVAU01;s__	photobiont_cyano	SRR14721957
public_SRR14721960_metawrap_bin.1.fa	NA	NA	NA	NA	NA	6554862	NA	NA	9	public_SRR14721960_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__JACDEG01;s__	bacteria_other	SRR14721960
public_SRR14721960_metawrap_bin.2.fa	NA	NA	NA	NA	NA	3219042	NA	NA	8	public_SRR14721960_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_I;s__	bacteria_other	SRR14721960
public_SRR14721962_metawrap_bin.1.fa	NA	NA	NA	NA	NA	2235552	NA	NA	6	public_SRR14721962_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__	bacteria_other	SRR14721962
public_SRR14721962_metawrap_bin.2.fa	NA	NA	NA	NA	NA	3166852	NA	NA	6	public_SRR14721962_metawrap_bin.2	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__	bacteria_other	SRR14721962
public_SRR14721964_metawrap_bin.1.fa	NA	NA	NA	NA	NA	3836498	NA	NA	5	public_SRR14721964_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Lichenihabitans;s__	bacteria_other	SRR14721964
public_SRR14721964_metawrap_bin.2.fa	NA	NA	NA	NA	NA	2819372	NA	NA	21	public_SRR14721964_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__	bacteria_other	SRR14721964
public_SRR14721966_metawrap_bin.1.fa	NA	NA	NA	NA	NA	3464940	NA	NA	48	public_SRR14721966_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__VCDI01;s__	bacteria_other	SRR14721966
public_SRR14721966_metawrap_bin.2.fa	NA	NA	NA	NA	NA	2824418	NA	NA	8	public_SRR14721966_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__	bacteria_other	SRR14721966
public_SRR14721966_metawrap_bin.3.fa	NA	NA	NA	NA	NA	3167985	NA	NA	9	public_SRR14721966_metawrap_bin.3	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__	bacteria_other	SRR14721966
public_SRR14721966_metawrap_bin.4.fa	NA	NA	NA	NA	NA	2723484	NA	NA	15	public_SRR14721966_metawrap_bin.4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__	bacteria_other	SRR14721966
public_SRR14721980_metawrap_bin.1.fa	NA	NA	NA	NA	NA	2863536	NA	NA	5	public_SRR14721980_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__	bacteria_other	SRR14721980
public_SRR14721980_metawrap_bin.2.fa	NA	NA	NA	NA	NA	6256032	NA	NA	8	public_SRR14721980_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	bacteria_other	SRR14721980
public_SRR14721985_metawrap_bin.1.fa	NA	NA	NA	NA	NA	4033697	NA	NA	8	public_SRR14721985_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__CAIQPK01;s__	bacteria_other	SRR14721985
public_SRR14721985_metawrap_bin.2.fa	NA	NA	NA	NA	NA	3688266	NA	NA	29	public_SRR14721985_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAIMSN01;s__	bacteria_other	SRR14721985
public_SRR14721986_metawrap_bin.1.fa	NA	NA	NA	NA	NA	2954040	NA	NA	9	public_SRR14721986_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__	bacteria_other	SRR14721986
public_SRR14721987_metawrap_bin.1.fa	NA	NA	NA	NA	NA	5221228	NA	NA	13	public_SRR14721987_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	bacteria_other	SRR14721987
public_SRR14721996_metawrap_bin.1.fa	NA	NA	NA	NA	NA	3972088	NA	NA	7	public_SRR14721996_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CAHJWH01;s__	bacteria_other	SRR14721996
public_SRR14721998_metawrap_bin.1.fa	NA	NA	NA	NA	NA	2449156	NA	NA	5	public_SRR14721998_metawrap_bin.1	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__	bacteria_other	SRR14721998
public_SRR14721999_metawrap_bin.1.fa	NA	NA	NA	NA	NA	3446454	NA	NA	5	public_SRR14721999_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__	bacteria_other	SRR14721999
public_SRR14722007_metawrap_bin.1.fa	NA	NA	NA	NA	NA	2351535	NA	NA	4	public_SRR14722007_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CAIOYC01;s__	bacteria_other	SRR14722007
public_SRR14722007_metawrap_bin.4.fa	NA	NA	NA	NA	NA	2574793	NA	NA	16	public_SRR14722007_metawrap_bin.4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CAHJWH01;s__	bacteria_other	SRR14722007
public_SRR14722022_metawrap_bin.1.fa	NA	NA	NA	NA	NA	3186652	NA	NA	7	public_SRR14722022_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__RH-AL1;s__	bacteria_other	SRR14722022
public_SRR14722039_metawrap_bin.1.fa	NA	NA	NA	NA	NA	3377777	NA	NA	6	public_SRR14722039_metawrap_bin.1	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__;s__	bacteria_other	SRR14722039
