fasta	size	BUSCO_lineage	lineage	BAT_euk	median_cov	mag	bat_bacteria
public_SRR14722299_metawrap_bin.2.fa	3614925	NA	NA	NA	21	public_SRR14722299_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__BOG-908;s__
public_SRR14722299_metawrap_bin.3.fa	2996672	NA	NA	NA	14	public_SRR14722299_metawrap_bin.3	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Nyctobacter;s__
public_SRR14722301_metawrap_bin.2.fa	3459433	NA	NA	NA	13	public_SRR14722301_metawrap_bin.2	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__
public_SRR14722301_metawrap_bin.5.fa	2189998	NA	NA	NA	5	public_SRR14722301_metawrap_bin.5	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__RH-AL1;s__
public_SRR14722304_metawrap_bin.2.fa	5605541	NA	NA	NA	12	public_SRR14722304_metawrap_bin.2	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__DTNP01;s__
public_SRR14722305_metawrap_bin.1.fa	3586484	NA	NA	NA	8	public_SRR14722305_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__
public_SRR14722307_metawrap_bin.1.fa	8974857	NA	NA	NA	41	public_SRR14722307_metawrap_bin.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Calothrix;s__
public_SRR14722308_metawrap_bin.1.fa	3591709	NA	NA	NA	16	public_SRR14722308_metawrap_bin.1	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52909;s__
public_SRR14722309_metawrap_bin.1.fa	3749704	NA	NA	NA	5	public_SRR14722309_metawrap_bin.1	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__;s__
public_SRR14722309_metawrap_bin.2.fa	3652684	NA	NA	NA	16	public_SRR14722309_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__BOG-908;s__
public_SRR14722314_metawrap_bin.1.fa	2956205	NA	NA	NA	6	public_SRR14722314_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Tardiphaga;s__
public_SRR14722320_metawrap_bin.2.fa	4398835	NA	NA	NA	4	public_SRR14722320_metawrap_bin.2	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Spirosoma;s__
public_SRR14722320_metawrap_bin.3.fa	4427252	NA	NA	NA	14	public_SRR14722320_metawrap_bin.3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CAHJXF01;s__
public_SRR14722320_metawrap_bin.4.fa	4250362	NA	NA	NA	14	public_SRR14722320_metawrap_bin.4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium_B;s__
public_SRR14722325_metawrap_bin.1.fa	2969283	NA	NA	NA	10	public_SRR14722325_metawrap_bin.1	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Kineosporiaceae;g__Kineosporia;s__
public_SRR14722327_metawrap_bin.1.fa	3865449	NA	NA	NA	12	public_SRR14722327_metawrap_bin.1	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52909;s__
public_SRR1531545_metawrap_bin.1.fa	8786194	NA	NA	NA	399	public_SRR1531545_metawrap_bin.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__
public_SRR1531545_metawrap_bin.3.fa	3434186	NA	NA	NA	6	public_SRR1531545_metawrap_bin.3	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__GCA-002050365;s__
public_SRR1531545_metawrap_bin.4.fa	2427663	NA	NA	NA	12	public_SRR1531545_metawrap_bin.4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__
public_SRR1531545_metawrap_bin.5.fa	3244140	NA	NA	NA	6	public_SRR1531545_metawrap_bin.5	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__;s__
public_SRR1531569_metawrap_bin.1.fa	4771790	NA	NA	NA	19	public_SRR1531569_metawrap_bin.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__;s__
public_SRR1531569_metawrap_bin.2.fa	9918036	NA	NA	NA	6	public_SRR1531569_metawrap_bin.2	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Calothrix;s__
public_SRR1531569_metawrap_bin.3.fa	3759858	NA	NA	NA	15	public_SRR1531569_metawrap_bin.3	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__
public_SRR1531569_metawrap_bin.4.fa	4283775	NA	NA	NA	20	public_SRR1531569_metawrap_bin.4	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__DTNP01;s__
public_SRR1531569_metawrap_bin.5.fa	5381765	NA	NA	NA	17	public_SRR1531569_metawrap_bin.5	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__;s__
public_SRR1531569_metawrap_bin.6.fa	5580988	NA	NA	NA	324	public_SRR1531569_metawrap_bin.6	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Chroococcidiopsidaceae;g__Chroococcidiopsis;s__
public_SRR1531569_metawrap_bin.7.fa	5249658	NA	NA	NA	9	public_SRR1531569_metawrap_bin.7	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Leptolyngbya;s__
public_SRR1532736_metawrap_bin.1.fa	3524351	NA	NA	NA	6	public_SRR1532736_metawrap_bin.1	d__Bacteria;p__Armatimonadota;c__Armatimonadia;o__Armatimonadales;f__Capsulimonadaceae;g__;s__
public_SRR2387885_metawrap_bin.1.fa	5232624	NA	NA	NA	25	public_SRR2387885_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__
public_SRR2387885_metawrap_bin.2.fa	4072649	NA	NA	NA	4	public_SRR2387885_metawrap_bin.2	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__
public_SRR2387885_metawrap_bin.3.fa	2835096	NA	NA	NA	6	public_SRR2387885_metawrap_bin.3	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__
public_SRR2387885_metawrap_bin.4.fa	2688696	NA	NA	NA	9	public_SRR2387885_metawrap_bin.4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__VCDI01;s__
public_SRR2387885_metawrap_bin.6.fa	3853867	NA	NA	NA	13	public_SRR2387885_metawrap_bin.6	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__CAHJWL01;s__
public_SRR2387885_metawrap_bin.7.fa	3497868	NA	NA	NA	16	public_SRR2387885_metawrap_bin.7	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Tous-C9LFEB;s__
public_SRR5808930_metawrap_bin.1.fa	3678282	NA	NA	NA	32	public_SRR5808930_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAIMSN01;s__
public_SRR5808930_metawrap_bin.3.fa	3347604	NA	NA	NA	12	public_SRR5808930_metawrap_bin.3	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Bryocella;s__
public_SRR7232211_metawrap_bin.1.fa	4162555	NA	NA	NA	7	public_SRR7232211_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAIMSN01;s__
private_GTX0158_concoct_bin.31.fa	23838662	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546	leotiomyceta	433	private_GTX0158_concoct_bin.31	NA
private_GTX0161_concoct_bin.0.fa	57477754	chlorophyta_odb10	1;131567;2759;33090;3041;2692248;75966;2507901;2507902;13786;285719;2608996	Trebouxia sp. A1-2	58	private_GTX0161_concoct_bin.0	NA
private_GTX0161_concoct_merged.0.fa	57027747	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	329	private_GTX0161_concoct_merged.0	NA
private_GTX0163_concoct_bin.14.fa	32085414	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	179	private_GTX0163_concoct_bin.14	NA
private_GTX0163_concoct_bin.46.fa	58699984	chlorophyta_odb10	1;131567;2759;33090;3041;2692248;75966;2507901;2507902;13786;285719;2608996	Trebouxia sp. A1-2	11	private_GTX0163_concoct_bin.46	NA
private_T1867_concoct_bin.8.fa	24754787	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	28	private_T1867_concoct_bin.8	NA
private_T1868_concoct_bin.12.fa	23887801	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	26	private_T1868_concoct_bin.12	NA
private_T1881_metabat2_bin.5.fa	22810638	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;1520791;452227;87265;87266;136370	Lasallia pustulata	450	private_T1881_metabat2_bin.5	NA
private_T1882_concoct_bin.24.fa	23645587	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	337	private_T1882_concoct_bin.24	NA
private_T1882_metabat2_merged.0.fa	62479348	chlorophyta_odb10	1;131567;2759;33090;3041;2692248;75966;2507901;2507902;13786;285719;2608996	Trebouxia sp. A1-2	10	private_T1882_metabat2_merged.0	NA
private_T1887_metabat2_bin.36.fa	24064483	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;1520791;452227;87265;87266;136370	Lasallia pustulata	616	private_T1887_metabat2_bin.36	NA
private_T1888_metabat2_bin.51.fa	25635390		1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	465	private_T1888_metabat2_bin.51	NA
private_T1888_metabat2_bin.52.fa	29924716	eurotiomycetes_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451870	Chaetothyriomycetidae	9	private_T1888_metabat2_bin.52	NA
private_T1889_concoct_bin.13.fa	24831450	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	561	private_T1889_concoct_bin.13	NA
private_T1889_concoct_bin.16.fa	40608534	chlorophyta_odb10	1;131567;2759;33090;3041;2692248;75966;75981;2511161;41891;248742;574566	Coccomyxa subellipsoidea C-169	9	private_T1889_concoct_bin.16	NA
private_T1894_concoct_bin.66.fa	44449598	chlorophyta_odb10	1;131567;2759;33090;3041;2692248;75966;75981;2511161;41891;248742;574566	Coccomyxa subellipsoidea C-169	23	private_T1894_concoct_bin.66	NA
private_T1894_metabat2_bin.4.fa	22054922	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	359	private_T1894_metabat2_bin.4	NA
private_T1904_concoct_bin.11.fa	26722152	eurotiomycetes_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451870	Chaetothyriomycetidae	7	private_T1904_concoct_bin.11	NA
private_T1904_concoct_bin.38.fa	60571648	chlorophyta_odb10	1;131567;2759;33090;3041;2692248;75966;2507901;2507902;13786;285719;2608996	Trebouxia sp. A1-2	41	private_T1904_concoct_bin.38	NA
private_T1904_metabat2_bin.21.fa	26273779	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	423	private_T1904_metabat2_bin.21	NA
private_T1912_concoct_bin.0.fa	55932432	chlorophyta_odb10	1;131567;2759;33090;3041;2692248;75966;2507901;2507902;13786;285719;2608996	Trebouxia sp. A1-2	8	private_T1912_concoct_bin.0	NA
private_T1912_concoct_bin.14.fa	30118458	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	174	private_T1912_concoct_bin.14	NA
private_T1914_concoct_bin.19.fa	27996602	eurotiomycetes_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451870;1618100;2231493;158045;158046	Phaeomoniella chlamydospora	8	private_T1914_concoct_bin.19	NA
private_T1914_metabat2_bin.5.fa	38065376	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	196	private_T1914_metabat2_bin.5	NA
private_T1916_concoct_bin.29.fa	34960352	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546	leotiomyceta	334	private_T1916_concoct_bin.29	NA
private_TS1974_concoct_bin.10.fa	33623393	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	88	private_TS1974_concoct_bin.10	NA
private_TS1974_concoct_bin.29.fa	57915726	chlorophyta_odb10	1;131567;2759;33090;3041;2692248;75966;2507901;2507902;13786;285719;2608996	Trebouxia sp. A1-2	26	private_TS1974_concoct_bin.29	NA
private_VT12_concoct_bin.10.fa	35490453	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	88	private_VT12_concoct_bin.10	NA
private_VT15_metabat2_bin.1.fa	38001697	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	88	private_VT15_metabat2_bin.1	NA
private_VT16_concoct_bin.11.fa	35374370	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	63	private_VT16_concoct_bin.11	NA
private_VT19_concoct_bin.7.fa	40208408	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	120	private_VT19_concoct_bin.7	NA
private_VT22_concoct_bin.7.fa	28225289	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	22	private_VT22_concoct_bin.7	NA
private_VT2_concoct_bin.17.fa	38832912	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	130	private_VT2_concoct_bin.17	NA
private_VT31_metabat2_bin.4.fa	35051463	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	78	private_VT31_metabat2_bin.4	NA
private_VT33_concoct_bin.0.fa	36233533	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	96	private_VT33_concoct_bin.0	NA
private_VT34_metabat2_bin.11.fa	23060245	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	58	private_VT34_metabat2_bin.11	NA
private_VT38_concoct_bin.3.fa	25667219	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	57	private_VT38_concoct_bin.3	NA
private_X10_concoct_bin.0.fa	31690061	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	118	private_X10_concoct_bin.0	NA
private_X10_concoct_bin.7.fa	61204277	chlorophyta_odb10	1;131567;2759;33090;3041;2692248;75966;2507901;2507902;13786;285719;2608996	Trebouxia sp. A1-2	12	private_X10_concoct_bin.7	NA
private_X11_concoct_bin.15.fa	59630297	chlorophyta_odb10	1;131567;2759;33090;3041;2692248;75966;2507901;2507902;13786;285719;2608996	Trebouxia sp. A1-2	8	private_X11_concoct_bin.15	NA
private_X11_metabat2_bin.10.fa	24878815	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	145	private_X11_metabat2_bin.10	NA
private_X12_concoct_bin.4.fa	31580949	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	149	private_X12_concoct_bin.4	NA
private_X13_concoct_bin.5.fa	23711382	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	409	private_X13_concoct_bin.5	NA
private_X14_concoct_bin.2.fa	35839814	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	166	private_X14_concoct_bin.2	NA
private_X15_concoct_bin.2.fa	21148796	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;1520791;452227;87265;87266;136370	Lasallia pustulata	310	private_X15_concoct_bin.2	NA
private_X16_concoct_bin.2.fa	24447381	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;1520791;452227;87265;87266;136370	Lasallia pustulata	64	private_X16_concoct_bin.2	NA
private_X1_concoct_bin.0.fa	16642605	tremellomycetes_odb10	1;131567;2759;33154;4751;451864;5204;5302;155616;5234	Tremellales	5	private_X1_concoct_bin.0	NA
private_X1_concoct_bin.13.fa	34883038	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	207	private_X1_concoct_bin.13	NA
private_X1_metabat2_bin.11.fa	59375272	chlorophyta_odb10	1;131567;2759;33090;3041;2692248;75966;2507901;2507902;13786;285719;2608996	Trebouxia sp. A1-2	7	private_X1_metabat2_bin.11	NA
private_X2_concoct_bin.0.fa	36596510	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	203	private_X2_concoct_bin.0	NA
private_X2_concoct_bin.1.fa	67285532	chlorophyta_odb10	1;131567;2759;33090;3041;2692248;75966;2507901;2507902;13786;285719;2608996	Trebouxia sp. A1-2	16	private_X2_concoct_bin.1	NA
private_X3_concoct_bin.10.fa	32638814	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	207	private_X3_concoct_bin.10	NA
private_X4_concoct_bin.17.fa	26109501	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	64	private_X4_concoct_bin.17	NA
private_X5_concoct_bin.21.fa	25436447	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	60	private_X5_concoct_bin.21	NA
private_X8_concoct_bin.23.fa	26420366	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	228	private_X8_concoct_bin.23	NA
private_X8_metabat2_bin.7.fa	15245811	tremellomycetes_odb10	1;131567;2759;33154;4751;451864;5204;5302;155616;5234	Tremellales	4	private_X8_metabat2_bin.7	NA
private_X9_concoct_bin.20.fa	33069491	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	176	private_X9_concoct_bin.20	NA
public_ERR4179390_concoct_bin.45.fa	51114057	chlorophyta_odb10	1;131567;2759;33090;3041;2692248;75966	Trebouxiophyceae	19	public_ERR4179390_concoct_bin.45	NA
public_ERR4179390_concoct_bin.75.fa	39633693	chlorophyta_odb10	1;131567;2759;33090;3041;2692248;75966	Trebouxiophyceae	14	public_ERR4179390_concoct_bin.75	NA
public_ERR4179390_metabat2_bin.28.fa	46620885	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	183	public_ERR4179390_metabat2_bin.28	NA
public_ERR4179390_metabat2_bin.6.fa	18482457	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	7	public_ERR4179390_metabat2_bin.6	NA
public_SRR11456914_concoct_merged.0.fa	72131769	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	262	public_SRR11456914_concoct_merged.0	NA
public_SRR11456915_concoct_bin.5.fa	47368747	chlorophyta_odb10	1;131567;2759;33090;3041;2692248;75966;75981;2511161;41891;248742;574566	Coccomyxa subellipsoidea C-169	13	public_SRR11456915_concoct_bin.5	NA
public_SRR11456915_metabat2_merged.0.fa	88820417	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	60	public_SRR11456915_metabat2_merged.0	NA
public_SRR11456917_metabat2_merged.0.fa	82784608	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	45	public_SRR11456917_metabat2_merged.0	NA
public_SRR11456918_metabat2_merged.0.fa	73926494	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	59	public_SRR11456918_metabat2_merged.0	NA
public_SRR11456919_concoct_bin.22.fa	48121382	chlorophyta_odb10	1;131567;2759;33090;3041;2692248;75966;75981;2511161;41891;248742;574566	Coccomyxa subellipsoidea C-169	55	public_SRR11456919_concoct_bin.22	NA
public_SRR11456919_metabat2_bin.15.fa	93724474	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	42	public_SRR11456919_metabat2_bin.15	NA
public_SRR11456921_metabat2_merged.0.fa	98573368	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	114	public_SRR11456921_metabat2_merged.0	NA
public_SRR11456923_metabat2_merged.0.fa	130535317	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	24	public_SRR11456923_metabat2_merged.0	NA
public_SRR12240178_metabat2_bin.6.fa	29901407	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	14	public_SRR12240178_metabat2_bin.6	NA
public_SRR12240181_metabat2_bin.5.fa	33269822	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	18	public_SRR12240181_metabat2_bin.5	NA
public_SRR12240182_metabat2_bin.7.fa	31599184	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	19	public_SRR12240182_metabat2_bin.7	NA
public_SRR12240183_metabat2_bin.10.fa	34488242	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	30	public_SRR12240183_metabat2_bin.10	NA
public_SRR12240184_concoct_bin.17.fa	26941752	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	4	public_SRR12240184_concoct_bin.17	NA
public_SRR12240185_concoct_bin.1.fa	34534459	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	44	public_SRR12240185_concoct_bin.1	NA
public_SRR13125477_concoct_bin.14.fa	30483605	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	266	public_SRR13125477_concoct_bin.14	NA
public_SRR13125477_metabat2_bin.13.fa	60258601	chlorophyta_odb10	1;131567;2759;33090;3041;2692248;75966;2507901;2507902;13786;285719;2608996	Trebouxia sp. A1-2	6	public_SRR13125477_metabat2_bin.13	NA
public_SRR13125762_concoct_bin.37.fa	28326182	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	158	public_SRR13125762_concoct_bin.37	NA
